issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
codemirror/CodeMirror#3022,53778809,Carreau,marijnh,2015-01-08 17:44:27,2015-01-09 17:22:49,2015-01-09 17:15:39,closed,,,2,,https://api.github.com/repos/codemirror/CodeMirror/issues/3022,"b'4.10.0 badly tagged ? (still scrollbar issues, but on chrome OSX)'","b'Hey Marijnh, it seem like the scrollbar fix : https://github.com/codemirror/CodeMirror/commit/198d00f80882e80e0f5cd4f4dff1249541e36ed8 for  https://github.com/codemirror/CodeMirror/issues/3009\r\n\r\nDid not make it to the tagged version: https://github.com/codemirror/CodeMirror/blob/4.10.0/lib/codemirror.js#L778-L783 \r\n\r\n(still named plus gap instead of total)\r\n\r\nWhich make 4.10 still have the scrollbar issue in some cases eg: https://github.com/ipython/ipython/issues/7395\r\n\r\nAny chance to have a 4.10.1 ? \r\n\r\nThanks !\r\n\r\n'"
jupyter/nbconvert#145,113167154,matiasdahl,minrk,2015-10-24 15:27:45,2015-10-27 12:42:33,2015-10-27 12:42:33,closed,,4.1,1,,https://api.github.com/repos/jupyter/nbconvert/issues/145,b'markdown fields rendered as `<IPython.core.display.Markdown object>`',"b'The following creates a Markdown-formatted output cell:\r\n\r\n![example](https://cloud.githubusercontent.com/assets/10188263/10711052/d65be130-7a78-11e5-8171-1597fe797edb.png)\r\n\r\nViewing the saved .ipynb file shows the following fields in the above cell\'s `outputs` fields:\r\n\r\n```\r\n ""data"": {\r\n      ""text/markdown"": [\r\n       ""*Markdown*""\r\n      ],\r\n      ""text/plain"": [\r\n       ""<IPython.core.display.Markdown object>""\r\n      ]\r\n  }\r\n```\r\nHowever, when converting the notebook to markdown using nbconvert as\r\n```\r\n   jupyter nbconvert --execute --to markdown md_output.ipynb --stdout\r\n```\r\nthe cell\'s output is rendered as `<IPython.core.display.Markdown object>` (and not as *Markdown*).\r\nThis seems similar to  [issue 7394](https://github.com/ipython/ipython/issues/7394) for ipython.\r\n\r\n-----\r\n\r\nIn markdown.tpl, the output is rendered by the [following block](https://github.com/jupyter/nbconvert/blob/master/nbconvert/templates/markdown.tpl#L59-L61):\r\n\r\n```\r\n{% block data_text scoped %}\r\n{{ output.data[\'text/plain\'] | indent }}\r\n{% endblock data_text %}\r\n```\r\nA (quick?) workaround is to just override the block by using the following template:\r\n```\r\n{%- extends \'markdown.tpl\' -%}\r\n\r\n{% block data_text scoped %}\r\n{{ output.data[\'text/markdown\'] }}\r\n{% endblock data_text %}\r\n```\r\n\r\n(Jupyter 4.0.6)'"
matplotlib/matplotlib#3965,53323280,tacaswell,pelson,2015-01-04 03:05:33,2015-01-11 22:43:44,2015-01-11 21:42:00,closed,,v1.4.3,38,,https://api.github.com/repos/matplotlib/matplotlib/issues/3965,b'Js fixes for key events + ipython notebooks',"b""First pass at getting key events to work in ipython notebooks\r\n\r\nCloses #3963\r\n\r\nDemo, mouse over the figure to give it focus.  Clicking any mouse button or pushing any key should color-cycle the line.\r\n\r\n```python\r\nimport matplotlib\r\nimport itertools\r\nimport numpy as np\r\nmatplotlib.use('nbagg')\r\nimport matplotlib.pyplot as plt\r\nplt.close('all')\r\nfig, ax = plt.subplots()\r\nx = np.linspace(0,10,10000)\r\ny = np.sin(x)\r\nln, = ax.plot(x,y)\r\nevt = []\r\ncolors = iter(itertools.cycle(['r', 'g', 'b', 'k', 'c']))\r\ndef on_event(event):\r\n    evt.append(event)\r\n    ln.set_color(next(colors))\r\n    fig.canvas.draw()\r\n    fig.canvas.draw_idle()\r\nfig.canvas.mpl_connect('button_press_event', on_event)\r\nfig.canvas.mpl_connect('key_press_event', on_event)\r\nplt.show()\r\n```\r\n\r\nRemaining issues:\r\n - [x] mousing out of the figure area does not release focus, is this the correct behavior?\r\n - [x] not sure I injected the extra style at the right place in the DOM or than I used the right pattern to do it"""
matplotlib/matplotlib#3962,53260301,beojan,tacaswell,2015-01-02 16:07:16,2015-01-15 15:49:22,2015-01-15 15:49:22,closed,,v1.4.3,11,confirmed bug;upstream fix required,https://api.github.com/repos/matplotlib/matplotlib/issues/3962,b'No image appears with nbagg',b'See issue https://github.com/ipython/ipython/issues/7351'
matplotlib/matplotlib#4002,54395018,minrk,tacaswell,2015-01-14 23:58:16,2015-01-19 17:12:41,2015-01-15 15:38:33,closed,,v1.4.3,3,,https://api.github.com/repos/matplotlib/matplotlib/issues/4002,b'fix find_output_cell for IPython >= 3.0 [backport to 1.4.x]',"b'output mime-type keys moved from top-level to a `data` attribute.\n\nAdded an error-log for the case where output is not found, which should make similar bugs a bit easier to find in the future.\n\ncloses ipython/ipython#7351'"
jupyter/notebook#45,70268749,takluyver,rgbkrk,2015-04-23 00:27:49,2015-12-01 10:00:40,2015-05-07 14:48:37,closed,,no action,6,,https://api.github.com/repos/jupyter/notebook/issues/45,b'Use name ignored by dropbox for atomic saving temp files',"b""See discussion on ipython/ipython#8322\r\n\r\nBy using a '.~' prefix for the temporary files, Dropbox should ignore them, which makes atomic saving a bit less inconvenient.\r\n\r\nHowever, to do this, we need to switch back from using temporary directories (implemented in ipython/ipython#7469). This uses the other approach described in ipython/ipython#7317 instead."""
matplotlib/matplotlib#3932,52294171,eyurtsev,tacaswell,2014-12-17 21:28:43,2014-12-19 20:57:29,2014-12-18 02:41:25,closed,,unassigned,6,needs clarification,https://api.github.com/repos/matplotlib/matplotlib/issues/3932,b'ConnectionPatch with log scale and non-positive starting coordinates fails to produce a figure',"b'The 2nd block of code fails to produce \r\n\r\nmatplotlib v1.4.2\r\n\r\n```python\r\n%pylab inline\r\nfrom matplotlib.patches import Arrow, ConnectionPatch\r\n\r\n# This figure shows up\r\nfigure()\r\nax = gca()\r\np = Arrow(-1, -1, 2, 2)\r\nax.add_artist(p)\r\nxscale(\'log\')\r\n\r\n# This figure does not show up (even if xlimits are specified)\r\nfigure()\r\nax = gca()\r\nxy1 = (0, 0) # non-positive starting coordinate\r\nxy2 = (1, 1)\r\ncon = ConnectionPatch(xyA=xy1, xyB=xy2, coordsA=""data"", coordsB=""data"",\r\n                      axesA=ax, axesB=ax)\r\n\r\nax.add_artist(con)\r\nxscale(\'log\')\r\n```'"
Calysto/metakernel#51,48258297,dsblank,blink1073,2014-11-10 12:14:16,2014-11-10 23:02:29,2014-11-10 23:02:29,closed,,,6,,https://api.github.com/repos/Calysto/metakernel/issues/51,b'Command-line history is not saved when shutdown',"b""I can't find any method that is called to insert a save_history() function so that on restart, there is a persistent command-line history. Also, the history may not be loaded on start up."""
SciRuby/iruby#19,80869725,minad,minad,2015-05-26 09:01:29,2015-06-01 10:38:31,2015-06-01 10:38:31,closed,,,1,,https://api.github.com/repos/SciRuby/iruby/issues/19,b'Timeout at startup',b'Timeout waiting for kernel_info reply from ...\r\n\r\nSomethings wrong with 0mq at startup.'
ipython/ipywidgets#163,107577189,jdfreder,,2015-09-21 19:02:38,2015-09-21 19:02:38,None,open,,wishlist,0,discussion,https://api.github.com/repos/ipython/ipywidgets/issues/163,b'Same widget does not update all interact.',"b""Originally entered by @Carreau in https://github.com/ipython/ipython/issues/6534\r\n\r\n---\r\n\r\nCf [Stackoverflow](https://stackoverflow.com/questions/25945543/can-values-from-ipython-widgets-propagate-to-other-cells/25992790#25992790) \r\n\r\nhaving the same widget (say a Checkbox) shared by 2 interact, the value of the checkbox is updated across cell, but the interactived' function not call. Ex:\r\n\r\n\r\n![capture d ecran 2014-09-24 a 08 30 40](https://cloud.githubusercontent.com/assets/335567/4384325/e7c2de98-43b4-11e4-9264-74546270de13.png)\r\n\r\nI clicked on first checkbox, second was highligted, but value did not changed from True to False."""
,,,,,,,,,,,,,,
cython/cython#322,43312623,Carreau,scoder,2014-09-20 15:32:16,2014-09-21 16:15:12,2014-09-21 15:23:07,closed,,,2,,https://api.github.com/repos/cython/cython/issues/322,b'Fix caching issues of cython magic.',b'Should fix https://github.com/ipython/ipython/issues/6507 when using cython magic. \r\nWe will deprecate cython magic in IPython itself.'
gibiansky/IHaskell#269,39065617,cblp,gibiansky,2014-07-30 07:05:26,2015-03-06 22:49:44,2015-03-06 22:49:41,closed,,,2,,https://api.github.com/repos/gibiansky/IHaskell/issues/269,"b'Notebook: In popup completion list, down key moves edit cursor in text, not selection in comletion list'","b""Up key moves selection in completion list, it's ok.\r\n\r\nSpacebar selects next completion, but it's too unnatural to use space/up to select completion.\r\n\r\nIn IPython, everything is ok, I can select completion with up/down keys.\r\n\r\nIHaskell 0.4.1.0\r\nbrowsers: Yandex 14.5, Safari 7.0.5, Firefox 25.0.1"""
,,,,,,,,,,,,,,
mwaskom/seaborn#246,39356669,mwaskom,mwaskom,2014-08-02 20:34:36,2015-01-19 20:43:45,2015-01-19 20:43:45,closed,,v0.4,1,bug;docs;infrastructure,https://api.github.com/repos/mwaskom/seaborn/issues/246,b'IPython 2.0 breaks the tutorials',b'See [here](https://github.com/ipython/ipython/issues/6262) for a description.'
PyMVPA/PyMVPA#249,44818189,octomike,nno,2014-10-03 16:03:02,2016-01-17 18:45:35,2016-01-17 18:45:35,closed,,,5,,https://api.github.com/repos/PyMVPA/PyMVPA/issues/249,b'ZMQError: Address already in use when using nproc= in sphere_searchlight()',"b'My issue is basically: https://github.com/ipython/ipython/issues/6109\r\nI simply cannot use pprocess with sphere_searchlight() inside a notebook.\r\n\r\nI know this is not really a pymvpa problem but I was wondering how you manage to work around this, since upgrading to python 3.4 is not really an option here. Or am I doing t wrong?\r\n\r\n\r\n'"
celery/billiard#127,48501605,jamescasbon,ask,2014-11-12 11:46:31,2015-04-17 12:53:41,2015-04-17 12:53:41,closed,,,2,,https://api.github.com/repos/celery/billiard/issues/127,b'Consider porting python 3.4 forkserver into billiard',"b'There are quite a few people, including [Ipython notebook users](https://github.com/ipython/ipython/issues/6109) who could benefit from this [feature](https://docs.python.org/3/whatsnew/3.4.html#whatsnew-multiprocessing-no-fork).  Is billiard the right place for this?\r\n\r\nI note that [subprocess32](http://code.google.com/p/python-subprocess32/) already has the c extension backported that does the forking.'"
zeromq/pyzmq#613,47897502,klaussfreire,minrk,2014-11-05 22:33:28,2014-11-10 18:31:51,2014-11-10 18:31:51,closed,,,3,,https://api.github.com/repos/zeromq/pyzmq/issues/613,b'GarbageCollectorThread bad bind after fork',"b""The recent fix for the bind-after-fork in GarbageCollectorThread isn't enough. There is still a case in which the new thread can fail to bind (and thus fail to garbage collect), because the context in the GarbageCollector object is no longer valid after a fork.\r\n\r\nThe following code exhibits the issue:\r\n\r\n```python\r\nimport zmq\r\nimport os\r\n\r\nm = zmq.Message('')\r\npid = os.fork()\r\nif pid:\r\n    os.waitpid(pid, 0)\r\nelse:\r\n    m = zmq.Message('b')\r\n```\r\n\r\nApplying the patch in the following commit seems to successfully resolve the issue:\r\n\r\nhttps://github.com/klaussfreire/pyzmq/commit/3ad988dc43ef443bd206aab03d953f8c2f145a67\r\n\r\nI would make a pull request, but I'm working on other improvements on that branch and I cannot find how to cherry-pick commits for a pull request nor how to fork again (github doesn't seem to be letting me create another fork).\r\n\r\nIt would be nice to turn the above code snippet into a test, but that requires some smarts to avoid it hanging indefinitely in some cases, so the commit contains no test.\r\n"""
stan-dev/pystan#142,56630519,kforeman,ariddell,2015-02-05 05:50:52,2016-06-06 13:54:54,2016-06-06 13:54:54,closed,,3.0,24,,https://api.github.com/repos/stan-dev/pystan/issues/142,b'Parallel chains hanging in IPython Notebook',"b'With 2.5.0.2 when I run multiple chains in parallel inside of an IPython Notebook, it hangs after sampling has finished. It gets stuck on `sampling()`, but checking the terminal for stdout shows that all chains have completed. If I interrupt the kernel I get the following error:\r\n\r\n```\r\nException in thread Thread-10:\r\nTraceback (most recent call last):\r\n  File ""/Users/kforeman/anaconda/python.app/Contents/lib/python2.7/threading.py"", line 810, in __bootstrap_inner\r\n    self.run()\r\n  File ""/Users/kforeman/anaconda/lib/python2.7/site-packages/zmq/utils/garbage.py"", line 46, in run\r\n    s.bind(self.gc.url)\r\n  File ""socket.pyx"", line 444, in zmq.backend.cython.socket.Socket.bind (zmq/backend/cython/socket.c:4076)\r\n  File ""checkrc.pxd"", line 21, in zmq.backend.cython.checkrc._check_rc (zmq/backend/cython/socket.c:6032)\r\nZMQError: Address already in use\r\n```\r\n\r\nSeems like it may be related to [this issue](https://github.com/ipython/ipython/issues/6109) which implies that using Python\'s `multiprocessing` module from within IPython can cause issues. So maybe this is just an inherent issue with using multiprocessing from within IPython, but the strange thing is I had previously run multiple chains in an IPython notebook in 2.4.0.3.'"
jdfreder/notebook_cherry_picker#3,31795448,JohnGriffiths,,2014-04-18 12:05:02,2014-04-18 23:06:30,None,open,,,4,,https://api.github.com/repos/jdfreder/notebook_cherry_picker/issues/3,"b""'not' syntax for cell filtering""","b'I\'ve been trying use a \'not\' syntax for the cherry picker expression and am getting funny results for what I would have thought should be the correct code. \r\n\r\nSuppose I have succesfully set up TAGs 1-3, and used the cell toolbar to tick them as desired. \r\n\r\nWhat would be the syntax for removing cells tagged with TAG1?\r\n\r\nThis doesn\'t seem to be working for me\r\n\r\n    \' --CherryPickingPreprocessor.expression=""not TAG1""\'\r\n\r\nIs that incorrect?\r\n\r\nTa. \r\n\r\n\r\n'"
,,,,,,,,,,,,,,
jupyter/nbviewer#211,28929958,ellisonbg,rgbkrk,2014-03-07 00:59:51,2014-06-26 15:39:35,2014-03-08 04:03:57,closed,,,6,,https://api.github.com/repos/jupyter/nbviewer/issues/211,b'Add require.js to static/components and load jQuery/require.js at the top of the page',"b'This PR is to address this issue:\r\n\r\nhttps://github.com/ipython/ipython/issues/5084\r\n\r\nIt adds a bower based require.js to `static/components` and puts both jQuery and require.js at the top of the body so they are available to subsequently loaded notebook cells.\r\n\r\n@rgbkrk can we try this out on a test server first?\r\n\r\nAlso, I put these at the top of the body. Better to put them in the head?'"
,,,,,,,,,,,,,,
pydata/pandas#6225,26753618,michaelaye,y-p,2014-02-02 03:34:02,2014-02-02 06:02:28,2014-02-02 05:54:16,closed,,0.13.1,3,,https://api.github.com/repos/pydata/pandas/issues/6225,b'Weird error in master when asked for type(df)',"b""```python\r\nIn [9]: type(detectors)\r\nWARNING: Exception in text/html formatter: unbound method _repr_html_() must be called with DataFrame instance as first argument (got nothing instead)\r\nOut[9]:\r\npandas.core.frame.DataFrame\r\nIn [10]: detectors.info()\r\n<class 'pandas.core.frame.DataFrame'>\r\nDatetimeIndex: 1565757 entries, 2008-01-08 17:15:29.111000 to 2008-01-18 07:57:01.504000\r\nData columns (total 4 columns):\r\na6_11    1565757  non-null values\r\nb1_11    1565757  non-null values\r\nb2_11    1565757  non-null values\r\nb3_11    1565757  non-null values\r\ndtypes: int64(4)\r\nIn [11]: \r\npd.__version__\r\nOut[11]:\r\n'0.13.0rc1-59-g90990db'\r\n```\r\nI noticed another oddity: Why does the type-display create an output numbering (=Out[9]) but the display of detectors.info() does not? Something to do with IPython?\r\n"""
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
jgm/pandoc#469,3907173,cboettig,jgm,2012-03-31 00:26:40,2014-03-17 23:19:04,2012-04-06 18:42:44,closed,,,19,,https://api.github.com/repos/jgm/pandoc/issues/469,b'errors on latex tables with math markup',"b""It's rather excellent that pandoc can take markdown with latex tables.  Unfortunately, it fails when there is math in markup in the table, [as in this example](https://raw.github.com/cboettig/sandbox/master/pandoc_latex_tables.md)\r\n\r\n(This table is created by running [knitr](https://github.com/yihui/knitr) on this [markdown file](https://raw.github.com/cboettig/sandbox/master/pandoc_latex_tables_knit_.md), where xtable is creating the latex table.  Consequently, it's not easy to avoid the appearance of math markup in the table).  \r\n\r\n"""
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
pydata/pandas#5221,20977929,jorisvandenbossche,jorisvandenbossche,2013-10-14 19:53:53,2014-02-24 12:56:13,2014-02-24 12:56:13,closed,,0.14.0,20,2/3 Compat;Docs,https://api.github.com/repos/pydata/pandas/issues/5221,b'DOC: use Sphinx extension directly from numpy/ipython instead of maintaining our own version',"b""Summary: proposal to not maintain our own version of Sphinx extension in pandas repo but instead use the extensions directly from the project it maintains.\r\n\r\nThe pandas docs are using some Sphinx extensions that are not included in Sphinx itself: `numpydoc` and ipythons `ipython_directive` and `ipython_console_highlighting` (also matplotlibs `plot_directive` is imported in conf.py, but this is not included in the pandas repo). \r\nThese extension are located here: https://github.com/pydata/pandas/tree/master/doc/sphinxext.\r\n\r\nI think that ideally pandas does not have to care about them, but just uses them by importing the extension from the respective project it lives under (numpy/ipython). \r\nSome recent issue with the doc building also arised form outdated versions of these extensions in pandas repo (see part of the commits in PR #5160 and #4165).\r\n\r\nThe original extensions are living here:\r\n\r\n- ipython sphinxext in ipython itself: https://github.com/ipython/ipython/tree/master/IPython/sphinxext\r\n- numpydoc in its own repo: https://github.com/numpy/numpydoc\r\n\r\n**Options** we could do:\r\n- ipython extensions can just be imported from there in conf.py (because ipython is already a dependency)\r\n- numpydoc could be added as a submodule (this is how eg numpy itself does it: https://github.com/numpy/numpy/tree/master/doc, 'sphinxext' links to numpydoc), or it can be added as a doc build dependency.\r\n\r\nPossible **problems** with this is that the version in the pandas repo has converged from the version in numpy/ipython:\r\n- I think for `numpydoc` this will not be a problem. Following the history it was updated 3 years ago, and then only recently for python 3 compatibility.\r\n- For `ipython_directive` this seems more of a problem, looking at the history: https://github.com/pydata/pandas/commits/master/doc/sphinxext/ipython_directive.py there seems to be work done on this specifically for the pandas docs. If this is the case that is has converged from the ipython one, then ideally this could be contributed back to ipython (if the feature is not available there), but this will be more work to adapt.\r\n"""
pydata/pandas#5925,25516309,y-p,y-p,2014-01-13 18:15:06,2014-06-16 03:52:02,2014-01-18 16:30:29,closed,,0.13.1,12,,https://api.github.com/repos/pydata/pandas/issues/5925,b'Rebase ipython_directive on top of recent ipython updated version',"b""https://github.com/ipython/ipython/pull/4570\r\n\r\nWe'd prefer to get rid of the duplication, but we have some tweaks in place\r\nwhich ipython does not.\r\n\r\nI rebased everythingon top of ipython to generae a clean diff, if they pick it up\r\nwe can make the transition, otherwise we synched for now.\r\n\r\ncc @takluyver, if you're interested, check the diff between  \t2e3c608 and  \t82b8c3a\r\nfor an unobstructed view.\r\n\r\n@jorisvandenbossche, can you check this out and let me know if I missed anything?\r\nI included the cython magic fixes you pointed out.\r\n\r\nrelated https://github.com/pydata/pandas/issues/5221"""
